Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_Checkbox_AssigntoPIC""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:17,22-07-2026 09:32:31,13.395s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Kirim Tindak lanjut""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:31,22-07-2026 09:32:31,0.312s,PASSED
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_NamaPIC_A""), ""margareta"")",Chrome 150.0.7871.129,,,22-07-2026 09:32:31,22-07-2026 09:32:31,0.002s,NOT_RUN
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Cari_PIC_A_B""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:31,22-07-2026 09:32:31,0.003s,NOT_RUN
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_Checklist_PIC_A_Utama""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:31,22-07-2026 09:32:31,0.003s,NOT_RUN
"setText(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_NamaPIC_B""), ""Irwansyah"")",Chrome 150.0.7871.129,,,22-07-2026 09:32:31,22-07-2026 09:32:32,1.015s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Cari_PIC_A_B""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:32,22-07-2026 09:32:32,0.289s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/input_Checklist_PIC_B_Utama""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:32,22-07-2026 09:32:34,1.920s,PASSED
"click(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/button_Kirim Tindak Lanjut (1)""))",Chrome 150.0.7871.129,,,22-07-2026 09:32:34,22-07-2026 09:32:35,0.546s,PASSED
"verifyElementPresent(findTestObject(""Pilar 1/Showroom-Supplier/UAT/RBU/SPV_RBU_Assign_PIC/Page_TindakLanjutKunjunganShowroom/div_Apakah Anda yakin ingin mengirimkan tindak l""), 0)",Chrome 150.0.7871.129,,,22-07-2026 09:32:35,22-07-2026 09:32:35,0.480s,PASSED
